HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Unique_ID,Input.1,Input.2,Input.3,Input.4,Input.5,Input.6,Input.7,Input.8,Input.9,Input.10,Input.11,Input.12,Input.13,Input.14,Answer.Age,Answer.Education,Answer.Gender,Answer.Q10Credibility,Answer.Q11Credibility,Answer.Q12Credibility,Answer.Q13Credibility,Answer.Q14Credibility,Answer.Q1Credibility,Answer.Q2Credibility,Answer.Q3Credibility,Answer.Q4Credibility,Answer.Q5Credibility,Answer.Q6Credibility,Answer.Q7Credibility,Answer.Q8Credibility,Answer.Q9Credibility,Answer.US,Answer.freeEntry,Answer.valid,Approve,Reject
36FFXPMST9OC8C7K2CLJ02B99SZHOK,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3LYA37P8IQNLESHDUVPWWUNM922KBG,A1K78KY8SGVH4J,Approved,Thu Nov 30 12:56:44 PST 2017,Thu Nov 30 13:00:01 PST 2017,Tue Dec 05 13:00:01 PST 2017,Fri Dec 01 06:45:18 PST 2017,,,197,100% (1/1),100% (1/1),100% (1/1),38291910,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.2.jpg,60,High school,Male,1,2,1,2,1,5,2,2,1,4,4,3,1,1,Yes,no,4,,
36JW4WBR06KI2ZUR392TD82VHR8HFY,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3X0H8UUIT1OBQESWUVUUAURH0X4SWS,A1830YARZUAFPX,Approved,Thu Nov 30 09:40:32 PST 2017,Thu Nov 30 10:32:42 PST 2017,Tue Dec 05 10:32:42 PST 2017,Fri Dec 01 06:45:18 PST 2017,,,3130,100% (1/1),100% (1/1),100% (1/1),29019020,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.1.jpg,24,Bachelor,Male,5,3,2,3,5,5,6,4,5,4,4,6,5,6,No,NO,4,,
36KM3FWE3RCUC69PNIXWJOQXXMN70I,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3TPZPLC3M0CHMOAGSUFYASB9FKIP3I,ADFK3HW4HAH48,Approved,Thu Nov 30 11:09:21 PST 2017,Thu Nov 30 11:15:54 PST 2017,Tue Dec 05 11:15:54 PST 2017,Fri Dec 01 06:45:18 PST 2017,,,393,100% (1/1),100% (1/1),100% (1/1),99888893,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.3.jpg,25,Bachelor,Female,4,5,4,5,5,5,7,4,6,3,4,4,4,5,No,No,4,,
36QZ6V1589DWBQ5X9S9R3MA00P3USU,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3YGXWBAF70HJAVKGN3YB0X48U1C4CH,A3AN9828C2VIDG,Approved,Thu Nov 30 12:54:57 PST 2017,Thu Nov 30 12:58:10 PST 2017,Tue Dec 05 12:58:10 PST 2017,Fri Dec 01 06:45:18 PST 2017,,,193,100% (1/1),100% (1/1),100% (1/1),76431795,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.1.jpg,36,Bachelor,Male,5,6,6,4,5,5,3,6,4,5,5,3,6,6,No,{},4,,
36U4VBVNQODKAB5KU39MDC54ENKUR6,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,3RGU30DZTA8MMZFS3ZFT9VY36CEJMD,A22JHS13VCBFA,Approved,Thu Nov 30 09:43:19 PST 2017,Thu Nov 30 09:47:29 PST 2017,Tue Dec 05 09:47:29 PST 2017,Fri Dec 01 06:45:18 PST 2017,,,250,100% (1/1),100% (1/1),100% (1/1),54735291,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.2.jpg,26,Bachelor,Male,7,6,3,6,3,7,6,5,7,3,6,7,6,7,Yes,No,4,,
378G7J1SJLY8TBPK3X4NWTRIKE6EWD,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3WYGZ5XF3WFKVEYF5HBRMJXMDRMSKP,A1CLVGLQPSHDF,Approved,Thu Nov 30 17:37:11 PST 2017,Thu Nov 30 18:15:36 PST 2017,Tue Dec 05 18:15:36 PST 2017,Fri Dec 01 06:45:18 PST 2017,,,2305,100% (1/1),100% (1/1),100% (1/1),9001439,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.2.jpg,37,Bachelor,Male,3,3,3,3,3,3,3,4,4,4,4,5,4,3,No,No,4,,
37G6BXQPLQL39ETYRO5H449WWDPEQ9,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,36TFCYNS44A1P5J6T6EH8ZYM0PLXHZ,A2UF73T5FVZKMM,Approved,Thu Nov 30 17:52:34 PST 2017,Thu Nov 30 17:54:46 PST 2017,Tue Dec 05 17:54:46 PST 2017,Fri Dec 01 06:45:18 PST 2017,,,132,100% (1/1),100% (1/1),100% (1/1),96601037,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.3.jpg,24,Bachelor,,7,6,4,6,4,5,5,4,6,3,6,6,6,5,No,{},4,,
37OPIVELUU3N68DJSTG1Z7R4KBVHAL,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:09 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:09 PST 2017,,,3JC6VJ2SABJDDZRIHULUZUKYUUIA5M,A1TQ7UQSSQP7BD,Approved,Thu Nov 30 12:26:03 PST 2017,Thu Nov 30 13:22:12 PST 2017,Tue Dec 05 13:22:12 PST 2017,Fri Dec 01 06:45:18 PST 2017,,,3369,100% (1/1),100% (1/1),100% (1/1),96196764,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.2.jpg,25,Bachelor,Male,5,6,2,2,3,4,5,4,6,4,5,4,5,6,Yes,NICE...,4,,
37VE3DA4YUHSPIIBY7GXUIBA2TGHBG,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:09 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:09 PST 2017,,,3MAOD8E57QATZ15HW49UDJVIM0BXNN,A1M5BJTQIXCM33,Approved,Thu Nov 30 10:29:13 PST 2017,Thu Nov 30 10:31:09 PST 2017,Tue Dec 05 10:31:09 PST 2017,Fri Dec 01 06:45:19 PST 2017,,,116,100% (1/1),100% (1/1),100% (1/1),45303471,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.3.jpg,26,Bachelor,Male,5,7,2,3,3,5,5,6,7,7,6,6,6,5,Yes,No,4,,
37VUR2VJ6AP0VCP3AI97DF1L3PKC1J,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3OE22WJIGIOMLUOE7RQOX6RJXTCUQA,A3CM7XYJJ7OVEO,Approved,Thu Nov 30 10:03:13 PST 2017,Thu Nov 30 10:05:08 PST 2017,Tue Dec 05 10:05:08 PST 2017,Fri Dec 01 06:45:19 PST 2017,,,115,100% (1/1),100% (1/1),100% (1/1),51315046,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.3.jpg,44,Professional,Female,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,The first one's text in the table is blurry/unreadable.,4,,
385MDVINFCFG4RBCHYFET94APM2JW3,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3KRVW3HTZNLFL2YIQTO71WPQ2V2SMD,ATD9IHXHMQURL,Approved,Thu Nov 30 10:39:28 PST 2017,Thu Nov 30 10:40:51 PST 2017,Tue Dec 05 10:40:51 PST 2017,Fri Dec 01 06:45:19 PST 2017,,,83,100% (1/1),100% (1/1),100% (1/1),43239428,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.2.jpg,26,,Female,5,5,6,4,5,4,5,5,6,4,3,4,4,4,Yes,{},four,,
388CL5C1RJN42R4NPK5R8L7FENUHL3,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3OJSZ2ATDSWVUXTKAR9AP3I8TOQ578,A1WGAGT5ZN4A3X,Approved,Thu Nov 30 22:14:14 PST 2017,Fri Dec 01 01:12:04 PST 2017,Wed Dec 06 01:12:04 PST 2017,Fri Dec 01 06:45:19 PST 2017,,,10670,100% (1/1),100% (1/1),100% (1/1),21807596,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.1.jpg,39,Bachelor,Female,4,4,2,3,5,4,2,5,6,6,6,6,4,5,Yes,{},4,,
389A2A304OI0ON4LEZ57ZAIBYXEC0G,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3QECW5O0KH1ISVQRNUCBUZAQIJQ5TP,A328WBNP9A8KBO,Approved,Thu Nov 30 10:38:59 PST 2017,Thu Nov 30 10:40:30 PST 2017,Tue Dec 05 10:40:30 PST 2017,Fri Dec 01 06:45:19 PST 2017,,,91,100% (1/1),100% (1/1),100% (1/1),73482158,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.1.jpg,32,Bachelor,Male,7,4,6,2,6,3,1,6,6,6,7,7,6,6,Yes,No,four,,
